"borough","ClosureType","EditDate","GISpropNum","OMPpropID","Red.Sign.Installed","Status","accessibility","accessibilityLevel","location","name","longitude","latitude","rules","system","Approx.Date.Closed","Approx.Date.Reopened","Community.board","District","button","content"
"Bronx","Completely Locked","06/22/2020 10:17:13 AM","X148E","X148E","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Cross Bronx Exwy Service Rd N bet. Topping Av and Clay Av","Peace Park",-73.9050033263655,40.8451929127981,"Adults Allowed","X148E-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",205,"X-05","Playgrounds","Cross Bronx Exwy Service Rd N bet. Topping Av and Clay Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Staten Island","Completely Locked","06/22/2020 04:52:16 PM","R069","R069","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Foote Ave., Howard Ave., Martha St., Clove Rd.","Terrace Playground",-74.0982415068328,40.6138967102865,"Adults Allowed","R069-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 04:52:14 PM",501,"R-01","Playgrounds","Foote Ave., Howard Ave., Martha St., Clove Rd., Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/21/2020 10:11:32 AM","Q356","Q356","","Reopened","false","Not Applicable","67 Ave. bet. 230 St. and 233 St.","Alley Park",-73.7459754502999,40.746984865548,"Adults Allowed","Q356-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 10:11:29 AM",411,"Q-07A","Playgrounds","67 Ave. bet. 230 St. and 233 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 04:33:34 PM","B222","B222","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","bet. Pierrepont Pl., Pierrepont St. and the BQE","Pierrepont Playground",-73.9974632200204,40.6961722837671,"Adults Allowed","B222-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",302,"B-02","Playgrounds","bet. Pierrepont Pl., Pierrepont St. and the BQE, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 04:56:36 PM","Q163","Q163-21","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Shorefront Parkway And Beach 74 St","Rockaway Beach Playground",-73.8018421654895,40.5863855829457,"Unknown","Q163-CPA-0003","03/31/2020 07:11:11 PM","06/21/2020 04:56:33 PM",414,"Q-14","Playgrounds","Shorefront Parkway And Beach 74 St, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 03:29:27 PM","M072","M072-03","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","W 148 St & Riverside Dr","Palisades Playground",-73.9506345474947,40.8290559656232,"Unknown","M072-CPA-0002","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",109,"M-14","Playgrounds","W 148 St & Riverside Dr, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/22/2020 12:57:44 PM","Q021B","Q021B","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","McLaughlin Ave. bet. Sutro St. and Francis Lewis Blvd.","McLaughlin Playground",-73.7663450594417,40.7255691409487,"Adults not allowed in some locations","Q021B-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",408,"Q-08","Playgrounds","McLaughlin Ave. bet. Sutro St. and Francis Lewis Blvd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 03:44:27 PM","M159","M159","","UnderConstruction","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","7 Ave. bet. W. 150 St. and W. 151 St.","Frederick Johnson Playground",-73.9361677617855,40.8248822712661,"Adults Allowed","M159-CPA-0001","03/31/2020 07:11:11 PM","",110,"M-10","Playgrounds","7 Ave. bet. W. 150 St. and W. 151 St., Manhattan, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Staten Island","Not Lockable","06/22/2020 05:07:27 PM","R031","R031-08","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Between Park Building And Pond","Wolfe's Pond Park",-74.1909935252807,40.5160735180217,"Adults not allowed in some locations","R031-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",503,"R-03","Playgrounds","Between Park Building And Pond, Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Partially Locked","06/22/2020 10:44:20 AM","M056","M056-03","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Morningside Ave & 113 St","Morningside Park",-73.9584433290165,40.8032835219566,"Adults not allowed in some locations","M056-CPA-0003","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",109,"M-09","Playgrounds","Morningside Ave & 113 St, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:43:47 AM","X180","X180","","Reopened","","","Perry Ave. bet. E. 205 St. and E. 208 St","Whalen Playground",-73.877745461788,40.8743430977752,"","","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",207,"X-07","Playgrounds","Perry Ave. bet. E. 205 St. and E. 208 St, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Manhattan","Completely Locked","06/29/2020 12:01:29 PM","M200A","M200A","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","W. 108 St. to W. 109 St., Columbus Ave. and Amsterdam Ave.","Anibal Aviles Playground",-73.962857172219,40.8011850939332,"Adults not allowed in some locations","M200A-CPA-0001","03/31/2020 07:11:11 PM","06/29/2020 12:00:00 AM",107,"M-07","Playgrounds","W. 108 St. to W. 109 St., Columbus Ave. and Amsterdam Ave., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:06:59 AM","X299","X299","","Reopened","false","Not Applicable","Claremont Pkwy bet. Park Av and Washington Av","Little Claremont Playground",-73.9038043269421,40.8388889043715,"Adults Allowed","X299-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",203,"X-03","Playgrounds","Claremont Pkwy bet. Park Av and Washington Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Completely Locked","06/21/2020 06:55:59 PM","Q335","Q335","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Booth St. bet. 68 Ave. and 68 Dr.","Russell Sage Playground",-73.8515666497605,40.7241388678401,"Adults Allowed","Q335-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 09:45:00 AM",406,"Q-06","Playgrounds","Booth St. bet. 68 Ave. and 68 Dr., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/22/2020 01:07:06 PM","Q336","Q336","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Union Turnpike, Vleigh Pl., 141 St.","Judge Moses Weinstein Playground",-73.8206657866899,40.7186698438667,"Adults Allowed","Q336-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",408,"Q-08","Playgrounds","Union Turnpike, Vleigh Pl., 141 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Bronx","Completely Locked","06/22/2020 10:59:48 AM","X204","X204","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Story Ave. bet. Taylor Ave. and Thieriot Ave.","Story Playground",-73.8626816409817,40.8229972838745,"Adults Allowed","X204-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",209,"X-09","Playgrounds","Story Ave. bet. Taylor Ave. and Thieriot Ave., Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/21/2020 10:11:32 AM","Q001","Q001-04","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Horatio Pkwy & 50th Ave","Horatio Playground",-73.7535629537684,40.758672369878,"Unknown","Q001-CPA-0002","03/31/2020 07:11:11 PM","06/21/2020 10:11:29 AM",411,"Q-07A","Playgrounds","Horatio Pkwy & 50th Ave, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Partially Locked","06/23/2020 09:14:34 AM","M283","M283-02","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","River Terr, Warren St","Nelson Rockefeller Playground",-74.0166365190307,40.7168452791685,"Unknown","M283-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",101,"M-01","Playgrounds","River Terr, Warren St, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Bronx","Completely Locked","06/22/2020 09:58:19 AM","X113","X113","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Spofford Av bet. Faile St and Hunts Point Av","Hunts Point Playground",-73.8860460835159,40.8141781888423,"Adults Allowed","X113-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",202,"X-02","Playgrounds","Spofford Av bet. Faile St and Hunts Point Av, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 03:18:49 PM","Q027","Q027-02","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","120th Ave & 238th Street","Laurelton Parkway West Playground",-73.7268129043973,40.6854380142955,"Unknown","Q027-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 03:18:46 PM",413,"Q-13","Playgrounds","120th Ave & 238th Street, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/23/2020 10:01:04 AM","B298","B298","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Park Ave., Martin Luther King Pl., Marcy Ave.","Stockton Playground",-73.9481936086525,40.6972020216824,"Unknown","B298-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",303,"B-03","Playgrounds","Park Ave., Martin Luther King Pl., Marcy Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 11:19:07 AM","M010","M010-187","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","91 St & Central Park West","Safari Plgd",-73.9664312942917,40.788480879479,"Unknown","M010-CPA-0013","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",164,"M-13","Playgrounds","91 St & Central Park West, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/23/2020 10:55:47 AM","Q099","Q099-17","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","College Pt Blvd, Van Wyck Expwy, At Booth Memorial Ave","Lawrence Playground",-73.8334548186251,40.7483758761606,"Unknown","Q099-CPA-0004","03/31/2020 07:11:11 PM","06/23/2020 10:55:44 AM",407,"Q-15","Playgrounds","College Pt Blvd, Van Wyck Expwy, At Booth Memorial Ave, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 01:34:45 PM","B274","B274","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Seaview Ave. between E. 99 St. and E. 101 St.","Bayview Playground",-73.8874012124891,40.6348044229291,"Adults Allowed","B274-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",318,"B-18","Playgrounds","Seaview Ave. between E. 99 St. and E. 101 St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Manhattan","Completely Locked","06/22/2020 11:42:55 AM","M028","M028-02","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","W 162 St, E/o Riverside Dr","Lily Brown Playground",-73.946138704026,40.8388614307684,"Adults Allowed","M028-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",112,"M-12","Playgrounds","W 162 St, E/o Riverside Dr, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Not Lockable","06/22/2020 03:35:31 PM","B364","B364","","Reopened","false","Not Applicable","Bergen St., Utica Ave., Rochester Ave., St Mark's Ave.","Woods Playground",-73.9291435363239,40.6746660173686,"Adults Allowed","B364-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",308,"B-08","Playgrounds","Bergen St., Utica Ave., Rochester Ave., St Mark's Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 11:24:37 AM","B163","B163","","Reopened","false","Not Applicable","Atlantic Ave., Cleveland St. and Liberty Ave.","Sperandeo Brothers Playground",-73.8838530064016,40.6777603832396,"Adults Allowed","B163-CPA-0001","03/31/2020 07:11:11 PM","06/20/2020 12:00:00 AM",305,"B-05","Playgrounds","Atlantic Ave., Cleveland St. and Liberty Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Staten Island","Completely Locked","07/06/2020 02:25:41 PM","R105","R105","","Reopened","","","Elizabet.h St., Forest Ave., Broadway, Clove Lake Pl.","Prall Playground",-74.1181371190357,40.6286028335566,"","","03/31/2020 07:11:11 PM","07/06/2020 12:00:00 AM",501,"R-01","Playgrounds","Elizabet.h St., Forest Ave., Broadway, Clove Lake Pl., Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Queens","Partially Locked","06/22/2020 01:03:22 PM","Q379","Q379","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","148 St. bet. 85 Ave. and 85 Rd.","Briarwood Playground",-73.810805273743,40.7106526973488,"Adults not allowed in some locations","Q379-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",408,"Q-08","Playgrounds","148 St. bet. 85 Ave. and 85 Rd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 12:57:27 PM","M355","M355","","Reopened","false","Not Applicable","W. 146 St. bet. Fredrick Douglass Blvd. and Adam Clayton Powell Blvd.","Robert L. Clinkscales Playground and Community Garden",-73.9399028444458,40.8225488907935,"Adults Allowed","M355-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",110,"M-10","Playgrounds","W. 146 St. bet. Fredrick Douglass Blvd. and Adam Clayton Powell Blvd., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","06/22/2020 10:43:01 AM","X092","X092-26","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Jerome Ave, East Gunhill Rd","Sachkerah Woods Playground",-73.8816019999483,40.8839384271495,"Unknown","X092-CPA-0004","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",226,"X-13","Playgrounds","Jerome Ave, East Gunhill Rd, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Brooklyn","Completely Locked","06/22/2020 03:35:50 PM","B148","B148","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Clarkson Ave., New York Ave.","Rolph Henry Playground",-73.9475495334023,40.6558154201924,"Adults Allowed","B148-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",309,"B-09","Playgrounds","Clarkson Ave., New York Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Manhattan","Completely Locked","06/19/2020 01:02:21 PM","M065","M065","","UnderConstruction","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Columbia St, Delancey St and Bialystoker Pl","Luther Gulick Park",-73.9813969674556,40.7157308129646,"Adults not allowed in some locations","M065-CPA-0001","03/31/2020 07:11:11 PM","",103,"M-03","Playgrounds","Columbia St, Delancey St and Bialystoker Pl, Manhattan, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Brooklyn","Partially Locked","06/23/2020 10:01:04 AM","B258","B258","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Ralph Ave. bet. Chauncey St. and Sumpter St.","Brevoort Playground",-73.9228086280091,40.6808470572661,"Adults Allowed","B258-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",303,"B-03","Playgrounds","Ralph Ave. bet. Chauncey St. and Sumpter St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
